LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,YEAR,MONTH,DAY,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT
2.405,117.983,315.5,1.1,1,2019,9,4,1440,Terra,MODIS,91,6.0NRT,294.7,11.3,N
2.41,117.887,326.1,1,1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294.9,22.5,N
2.429,117.894,335.5,1,1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295.5,36.2,N
2.428,117.884,309,1,1,2019,9,4,1440,Terra,MODIS,26,6.0NRT,294.4,6.1,N
4.373,114.034,300.2,1.1,1.1,2019,9,4,1440,Terra,MODIS,20,6.0NRT,278.2,4.9,N
2.23,117.982,308.1,1.1,1,2019,9,4,1440,Terra,MODIS,74,6.0NRT,294.1,5.8,N
-3.144,114.823,302.8,1.2,1.1,2019,9,4,1440,Terra,MODIS,52,6.0NRT,290.3,6.6,N
-3.115,114.739,303,1.3,1.1,2019,9,4,1440,Terra,MODIS,53,6.0NRT,290.1,7.6,N
-3.185,114.239,302.4,1.4,1.2,2019,9,4,1440,Terra,MODIS,49,6.0NRT,291.5,6.3,N
-3.204,114.03,315.5,1.4,1.2,2019,9,4,1440,Terra,MODIS,91,6.0NRT,293.4,20.6,N
-3.218,113.929,303.6,1.4,1.2,2019,9,4,1440,Terra,MODIS,56,6.0NRT,291.6,7.6,N
-3.193,114.028,311.7,1.4,1.2,2019,9,4,1440,Terra,MODIS,83,6.0NRT,292.7,15.1,N
-3.153,114.086,316.9,1.4,1.2,2019,9,4,1440,Terra,MODIS,94,6.0NRT,294.7,21.7,N
-3.155,114.073,319.1,1.4,1.2,2019,9,4,1440,Terra,MODIS,98,6.0NRT,294.1,24.7,N
-3.158,114.08,311.2,1.4,1.2,2019,9,4,1440,Terra,MODIS,39,6.0NRT,293.9,13.4,N
-3.148,114.079,325.4,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295,34.2,N
-2.975,115.221,304,1.2,1.1,2019,9,4,1440,Terra,MODIS,58,6.0NRT,292.9,5.2,N
-3.137,114.077,322.8,1.4,1.2,2019,9,4,1440,Terra,MODIS,96,6.0NRT,295.9,29.1,N
-2.965,115.22,311.3,1.2,1.1,2019,9,4,1440,Terra,MODIS,82,6.0NRT,293.5,11,N
-3.127,114.076,334,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,296.5,50.3,N
-3.128,114.063,338.9,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,297.3,61.9,N
-3.116,114.074,320.1,1.4,1.2,2019,9,4,1440,Terra,MODIS,51,6.0NRT,294,23.8,N
-3.118,114.062,353.7,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,297.3,109.6,N
-3.12,114.049,306.4,1.4,1.2,2019,9,4,1440,Terra,MODIS,23,6.0NRT,291.3,8.8,N
-3.106,114.073,321.2,1.4,1.2,2019,9,4,1440,Terra,MODIS,83,6.0NRT,293.9,26,N
-3.108,114.06,319.6,1.4,1.2,2019,9,4,1440,Terra,MODIS,94,6.0NRT,294.1,23.9,N
-3.095,114.071,310.8,1.4,1.2,2019,9,4,1440,Terra,MODIS,39,6.0NRT,292.3,12.6,N
-3.097,114.059,323.6,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293.6,31.1,N
-3.099,114.046,323.5,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293,31.7,N
-3.123,113.87,304.4,1.4,1.2,2019,9,4,1440,Terra,MODIS,10,6.0NRT,291,8.5,N
-3.088,114.045,303,1.4,1.2,2019,9,4,1440,Terra,MODIS,15,6.0NRT,291.9,6.3,N
-3.019,114.475,310.8,1.3,1.1,2019,9,4,1440,Terra,MODIS,25,6.0NRT,290.1,12.8,N
-3.007,114.485,308.4,1.3,1.1,2019,9,4,1440,Terra,MODIS,39,6.0NRT,290.4,10.9,N
-3.09,113.879,321.1,1.4,1.2,2019,9,4,1440,Terra,MODIS,77,6.0NRT,293.7,29.2,N
-3.091,113.866,314.5,1.4,1.2,2019,9,4,1440,Terra,MODIS,25,6.0NRT,292.8,19.3,N
-3.009,114.48,312.7,1.3,1.1,2019,9,4,1440,Terra,MODIS,34,6.0NRT,290.5,14.9,N
-3.06,114.048,305.6,1.4,1.2,2019,9,4,1440,Terra,MODIS,56,6.0NRT,292.6,9,N
-3.085,113.872,329,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295.2,45.2,N
-3.269,112.583,301.8,1.8,1.3,2019,9,4,1440,Terra,MODIS,45,6.0NRT,291.4,8.6,N
-3.075,113.871,319.4,1.4,1.2,2019,9,4,1440,Terra,MODIS,97,6.0NRT,293.4,27.2,N
-3.076,113.858,310.9,1.4,1.2,2019,9,4,1440,Terra,MODIS,36,6.0NRT,291.4,15.1,N
-3.022,114.093,303.3,1.4,1.2,2019,9,4,1440,Terra,MODIS,54,6.0NRT,290.2,8,N
-3.073,113.236,306.2,1.6,1.2,2019,9,4,1440,Terra,MODIS,67,6.0NRT,290.6,12.9,N
-3.269,111.85,309.5,2,1.4,2019,9,4,1440,Terra,MODIS,77,6.0NRT,292.6,25,N
-3.272,111.832,306.6,2,1.4,2019,9,4,1440,Terra,MODIS,56,6.0NRT,293.5,19.1,N
-3.256,111.849,322,2,1.4,2019,9,4,1440,Terra,MODIS,100,6.0NRT,292.1,53.4,N
-3.259,111.83,337.7,2,1.4,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295.2,109.4,N
-2.921,114.085,301.6,1.4,1.2,2019,9,4,1440,Terra,MODIS,17,6.0NRT,290.9,6.1,N
-2.856,114.119,316.9,1.4,1.2,2019,9,4,1440,Terra,MODIS,94,6.0NRT,290.8,23.6,N
-2.845,114.118,302.9,1.4,1.2,2019,9,4,1440,Terra,MODIS,31,6.0NRT,289.5,7.4,N
-2.709,114.938,316,1.2,1.1,2019,9,4,1440,Terra,MODIS,92,6.0NRT,294.9,16.6,N
-2.82,114.151,319.6,1.4,1.2,2019,9,4,1440,Terra,MODIS,99,6.0NRT,293.6,25.6,N
-2.821,114.139,309.9,1.4,1.2,2019,9,4,1440,Terra,MODIS,78,6.0NRT,291.6,13.2,N
-2.7,114.936,313.1,1.2,1.1,2019,9,4,1440,Terra,MODIS,79,6.0NRT,294.2,13.3,N
-2.808,114.162,310.6,1.4,1.2,2019,9,4,1440,Terra,MODIS,33,6.0NRT,292.6,12.8,N
-2.809,114.15,311.4,1.4,1.2,2019,9,4,1440,Terra,MODIS,45,6.0NRT,292.7,13.7,N
-2.985,112.878,303.8,1.7,1.3,2019,9,4,1440,Terra,MODIS,28,6.0NRT,291,8.5,N
-2.797,114.161,324.1,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294.1,31.9,N
-2.799,114.148,346.9,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295.5,85.5,N
-2.85,113.775,301.8,1.4,1.2,2019,9,4,1440,Terra,MODIS,44,6.0NRT,291.5,7.6,N
-2.944,113.096,303.8,1.6,1.3,2019,9,4,1440,Terra,MODIS,4,6.0NRT,290.9,9,N
-2.765,114.186,306.2,1.3,1.1,2019,9,4,1440,Terra,MODIS,5,6.0NRT,293.2,8.6,N
-2.766,114.174,306.5,1.3,1.2,2019,9,4,1440,Terra,MODIS,28,6.0NRT,292.6,8.9,N
-2.953,112.867,308.4,1.7,1.3,2019,9,4,1440,Terra,MODIS,67,6.0NRT,291.4,14.4,N
-2.753,114.197,331,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294.9,43.5,N
-2.754,114.185,340.3,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,296.8,65.6,N
-2.756,114.173,309.1,1.3,1.2,2019,9,4,1440,Terra,MODIS,31,6.0NRT,293.2,11.3,N
-2.913,113.071,302.9,1.6,1.3,2019,9,4,1440,Terra,MODIS,15,6.0NRT,290.8,8,N
-2.942,112.865,305,1.7,1.3,2019,9,4,1440,Terra,MODIS,15,6.0NRT,291,10.1,N
-2.742,114.196,310,1.3,1.1,2019,9,4,1440,Terra,MODIS,26,6.0NRT,292.6,12,N
-2.922,112.923,316.4,1.7,1.3,2019,9,4,1440,Terra,MODIS,81,6.0NRT,292.5,25.8,N
-2.911,112.922,309.6,1.7,1.3,2019,9,4,1440,Terra,MODIS,31,6.0NRT,292.2,14.7,N
-2.9,112.92,311.8,1.7,1.3,2019,9,4,1440,Terra,MODIS,39,6.0NRT,291.8,17.5,N
-2.879,112.902,313,1.7,1.3,2019,9,4,1440,Terra,MODIS,86,6.0NRT,292.5,21.5,N
-2.881,112.887,306.6,1.7,1.3,2019,9,4,1440,Terra,MODIS,56,6.0NRT,291.7,12.4,N
-2.836,113.046,308.5,1.6,1.3,2019,9,4,1440,Terra,MODIS,40,6.0NRT,291,13.7,N
-2.835,113.054,304.8,1.6,1.3,2019,9,4,1440,Terra,MODIS,26,6.0NRT,290.5,9.3,N
-2.837,113.04,303.7,1.6,1.3,2019,9,4,1440,Terra,MODIS,4,6.0NRT,290.7,7.9,N
-2.849,112.877,303.1,1.7,1.3,2019,9,4,1440,Terra,MODIS,14,6.0NRT,291.4,8.2,N
-2.835,112.89,311,1.7,1.3,2019,9,4,1440,Terra,MODIS,81,6.0NRT,292.2,19.2,N
-2.837,112.875,303.9,1.7,1.3,2019,9,4,1440,Terra,MODIS,34,6.0NRT,291.6,9.4,N
-2.626,114.294,306.7,1.3,1.1,2019,9,4,1440,Terra,MODIS,28,6.0NRT,291.9,9.6,N
-2.805,113.021,308.7,1.6,1.3,2019,9,4,1440,Terra,MODIS,15,6.0NRT,291.1,13,N
-2.807,113.006,308.4,1.6,1.3,2019,9,4,1440,Terra,MODIS,35,6.0NRT,290.8,13.2,N
-2.616,114.293,312.8,1.3,1.1,2019,9,4,1440,Terra,MODIS,86,6.0NRT,292.8,15.8,N
-2.618,114.281,304.5,1.3,1.1,2019,9,4,1440,Terra,MODIS,9,6.0NRT,292.2,7.1,N
-2.794,113.019,314.5,1.6,1.3,2019,9,4,1440,Terra,MODIS,33,6.0NRT,291.4,20.6,N
-2.796,113.005,317.6,1.6,1.3,2019,9,4,1440,Terra,MODIS,67,6.0NRT,292.5,26.5,N
-2.608,114.28,325.6,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294.3,33.9,N
-2.797,112.915,307.6,1.7,1.3,2019,9,4,1440,Terra,MODIS,72,6.0NRT,291.2,15.4,N
-2.243,116.226,306.1,1.1,1,2019,9,4,1440,Terra,MODIS,59,6.0NRT,292.6,5.2,N
-2.475,114.571,304.3,1.3,1.1,2019,9,4,1440,Terra,MODIS,59,6.0NRT,292.5,7.7,N
-2.457,114.626,307.9,1.3,1.1,2019,9,4,1440,Terra,MODIS,32,6.0NRT,293.1,9.6,N
-2.631,113.292,328.3,1.5,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,292.5,48.8,N
-2.633,113.279,325.8,1.6,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,292.4,43.3,N
-2.47,114.385,311.4,1.3,1.1,2019,9,4,1440,Terra,MODIS,55,6.0NRT,292.6,12.9,N
-2.62,113.291,351.4,1.5,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293.1,122,N
-2.622,113.277,346.8,1.6,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293.1,104.1,N
-2.678,112.862,303.9,1.7,1.3,2019,9,4,1440,Terra,MODIS,32,6.0NRT,291.4,10.1,N
-2.629,113.286,349,1.5,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294.1,112.2,N
-2.631,113.273,311,1.6,1.2,2019,9,4,1440,Terra,MODIS,82,6.0NRT,292,16.9,N
-2.46,114.389,322.9,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294.7,27.3,N
-2.462,114.378,361.3,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,299,129.1,N
-2.618,113.285,353.5,1.5,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293.5,131.4,N
-2.62,113.271,306.3,1.6,1.2,2019,9,4,1440,Terra,MODIS,68,6.0NRT,292,11.5,N
-2.45,114.388,307,1.3,1.1,2019,9,4,1440,Terra,MODIS,50,6.0NRT,292.7,9,N
-2.452,114.376,341.9,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293.8,66.7,N
-2.66,112.914,308.5,1.6,1.3,2019,9,4,1440,Terra,MODIS,75,6.0NRT,292.1,16,N
-2.662,112.899,307.1,1.7,1.3,2019,9,4,1440,Terra,MODIS,70,6.0NRT,291.9,13.6,N
-2.668,112.855,304.1,1.7,1.3,2019,9,4,1440,Terra,MODIS,50,6.0NRT,291.8,10.4,N
-2.746,112.226,302.2,1.9,1.3,2019,9,4,1440,Terra,MODIS,47,6.0NRT,291.8,10,N
-2.665,112.716,305.5,1.7,1.3,2019,9,4,1440,Terra,MODIS,39,6.0NRT,292.5,12.9,N
-2.426,114.337,329.7,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294.4,40.7,N
-2.428,114.326,317.8,1.3,1.1,2019,9,4,1440,Terra,MODIS,96,6.0NRT,292.6,22,N
-2.416,114.336,330.9,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,292.9,43.3,N
-2.401,114.369,311.7,1.3,1.1,2019,9,4,1440,Terra,MODIS,83,6.0NRT,292.5,14.1,N
-2.391,114.368,302.3,1.3,1.1,2019,9,4,1440,Terra,MODIS,11,6.0NRT,291.9,5,N
-2.369,114.382,307.5,1.3,1.1,2019,9,4,1440,Terra,MODIS,72,6.0NRT,292.6,9.3,N
-2.371,114.37,320.7,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293.5,25.3,N
-2.569,112.91,302.8,1.6,1.3,2019,9,4,1440,Terra,MODIS,18,6.0NRT,292,8.1,N
-2.337,114.389,311.6,1.3,1.1,2019,9,4,1440,Terra,MODIS,83,6.0NRT,293.3,13.2,N
-2.339,114.378,311.4,1.3,1.1,2019,9,4,1440,Terra,MODIS,83,6.0NRT,292.7,13.3,N
-2.652,112.069,306.6,1.9,1.4,2019,9,4,1440,Terra,MODIS,68,6.0NRT,291.5,18.3,N
-2.319,114.375,303.8,1.3,1.1,2019,9,4,1440,Terra,MODIS,57,6.0NRT,292,6.6,N
-2.356,114.105,304.3,1.3,1.1,2019,9,4,1440,Terra,MODIS,59,6.0NRT,291.9,8,N
-2.346,114.103,335.7,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294.1,55.6,N
-2.348,114.091,304.6,1.3,1.2,2019,9,4,1440,Terra,MODIS,61,6.0NRT,291.5,8.1,N
-2.478,112.986,305.8,1.6,1.3,2019,9,4,1440,Terra,MODIS,63,6.0NRT,292.4,11.2,N
-2.479,112.98,308.7,1.6,1.3,2019,9,4,1440,Terra,MODIS,75,6.0NRT,292.6,16.1,N
-2.322,113.995,317.3,1.4,1.2,2019,9,4,1440,Terra,MODIS,95,6.0NRT,292.7,21.7,N
-2.324,113.983,323,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293,30.7,N
-2.312,113.994,307.4,1.4,1.2,2019,9,4,1440,Terra,MODIS,37,6.0NRT,291.7,9.6,N
-2.314,113.982,306.8,1.4,1.2,2019,9,4,1440,Terra,MODIS,59,6.0NRT,291.5,9.5,N
-2.469,112.89,336.3,1.6,1.3,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294.3,74.7,N
-2.296,114.029,311.8,1.4,1.2,2019,9,4,1440,Terra,MODIS,83,6.0NRT,292.3,15.4,N
-2.298,114.017,314.5,1.4,1.2,2019,9,4,1440,Terra,MODIS,89,6.0NRT,292.8,18,N
-2.455,112.903,341.3,1.6,1.3,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295,89.2,N
-2.457,112.888,360.8,1.6,1.3,2019,9,4,1440,Terra,MODIS,100,6.0NRT,299.2,178.4,N
-2.782,110.571,304.4,2.5,1.5,2019,9,4,1440,Terra,MODIS,60,6.0NRT,293.8,19.1,N
-2.232,114.415,307.5,1.3,1.1,2019,9,4,1440,Terra,MODIS,72,6.0NRT,292.3,10.6,N
-2.43,113.003,304.6,1.6,1.2,2019,9,4,1440,Terra,MODIS,61,6.0NRT,292,10.7,N
-2.432,112.988,313.3,1.6,1.3,2019,9,4,1440,Terra,MODIS,87,6.0NRT,292.4,22.7,N
-2.283,113.977,313.9,1.4,1.2,2019,9,4,1440,Terra,MODIS,61,6.0NRT,292.8,15.8,N
-2.284,113.965,309.8,1.4,1.2,2019,9,4,1440,Terra,MODIS,31,6.0NRT,293.1,11.8,N
-2.286,113.953,307.5,1.4,1.2,2019,9,4,1440,Terra,MODIS,37,6.0NRT,292.4,10.1,N
-2.437,112.871,314,1.6,1.3,2019,9,4,1440,Terra,MODIS,42,6.0NRT,292.8,21.6,N
-2.282,113.902,304.3,1.4,1.2,2019,9,4,1440,Terra,MODIS,60,6.0NRT,292,8.1,N
-2.284,113.89,312.1,1.4,1.2,2019,9,4,1440,Terra,MODIS,84,6.0NRT,292.3,16.6,N
-2.425,112.869,314,1.6,1.3,2019,9,4,1440,Terra,MODIS,57,6.0NRT,292.7,22.3,N
-2.238,114.143,307.6,1.3,1.1,2019,9,4,1440,Terra,MODIS,72,6.0NRT,291.8,10.5,N
-2.26,113.987,320.5,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293.6,25.3,N
-2.228,114.086,304.4,1.3,1.1,2019,9,4,1440,Terra,MODIS,60,6.0NRT,291.9,7.6,N
-2.51,112.123,302.3,1.9,1.3,2019,9,4,1440,Terra,MODIS,48,6.0NRT,291.9,10.9,N
-2.245,113.815,307.9,1.4,1.2,2019,9,4,1440,Terra,MODIS,47,6.0NRT,292.3,10.6,N
-2.247,113.802,303.4,1.4,1.2,2019,9,4,1440,Terra,MODIS,8,6.0NRT,291.7,6.6,N
-2.302,113.415,313.1,1.5,1.2,2019,9,4,1440,Terra,MODIS,86,6.0NRT,292.5,20,N
-2.353,113.058,340.4,1.6,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295,86.3,N
-2.355,113.044,301.6,1.6,1.2,2019,9,4,1440,Terra,MODIS,20,6.0NRT,290.7,7,N
-2.67,110.817,302.5,2.4,1.5,2019,9,4,1440,Terra,MODIS,49,6.0NRT,291.8,15.4,N
-2.673,110.796,303,2.4,1.5,2019,9,4,1440,Terra,MODIS,53,6.0NRT,291.9,16.5,N
-2.342,113.057,303.2,1.6,1.2,2019,9,4,1440,Terra,MODIS,44,6.0NRT,291.2,9.3,N
-2.209,113.848,307.2,1.4,1.2,2019,9,4,1440,Terra,MODIS,71,6.0NRT,292.4,10.3,N
-2.134,114.031,305.1,1.4,1.2,2019,9,4,1440,Terra,MODIS,63,6.0NRT,292.7,8.5,N
-2.135,114.019,303.3,1.4,1.2,2019,9,4,1440,Terra,MODIS,55,6.0NRT,292.1,6.9,N
-2.095,114.231,350.8,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,296.3,93.5,N
-2.096,114.219,325.8,1.3,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293.4,33.6,N
-2.084,114.229,312.8,1.3,1.1,2019,9,4,1440,Terra,MODIS,86,6.0NRT,292.5,15.4,N
-2.12,113.829,318.4,1.4,1.2,2019,9,4,1440,Terra,MODIS,97,6.0NRT,294.2,24.2,N
-2.121,113.817,321.6,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294,29.2,N
-2.109,113.828,341.5,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,296.5,72.5,N
-2.111,113.816,326.3,1.4,1.2,2019,9,4,1440,Terra,MODIS,100,6.0NRT,294.2,37.7,N
-2.113,113.803,305.6,1.4,1.2,2019,9,4,1440,Terra,MODIS,47,6.0NRT,292.7,8.7,N
-2.102,113.802,306.3,1.4,1.2,2019,9,4,1440,Terra,MODIS,67,6.0NRT,292.8,9.4,N
-2.146,113.482,307.6,1.5,1.2,2019,9,4,1440,Terra,MODIS,72,6.0NRT,292.4,12.3,N
-2.104,113.712,305,1.4,1.2,2019,9,4,1440,Terra,MODIS,46,6.0NRT,292.5,8.3,N
-2.108,113.72,307.7,1.4,1.2,2019,9,4,1440,Terra,MODIS,58,6.0NRT,292.7,11.4,N
-2.143,113.475,313.7,1.5,1.2,2019,9,4,1440,Terra,MODIS,88,6.0NRT,292.1,19.6,N
-2.167,112.829,304.7,1.6,1.3,2019,9,4,1440,Terra,MODIS,61,6.0NRT,290.2,12,N
-2.169,112.815,322.8,1.6,1.3,2019,9,4,1440,Terra,MODIS,100,6.0NRT,291.2,42.5,N
-1.798,114.45,313.2,1.3,1.1,2019,9,4,1440,Terra,MODIS,87,6.0NRT,292.8,15,N
-1.8,114.439,313.4,1.3,1.1,2019,9,4,1440,Terra,MODIS,87,6.0NRT,292.7,15.3,N
-1.79,114.437,304.3,1.3,1.1,2019,9,4,1440,Terra,MODIS,59,6.0NRT,292.8,6.9,N
-1.675,115.036,327.3,1.2,1.1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293.3,30.3,N
-1.676,115.026,317.9,1.2,1.1,2019,9,4,1440,Terra,MODIS,96,6.0NRT,292.9,18.2,N
-2.311,110.168,322,2.7,1.6,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295.5,77.2,N
-2.306,110.162,329.7,2.7,1.6,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295.6,114.3,N
-1.831,113.346,319,1.5,1.2,2019,9,4,1440,Terra,MODIS,98,6.0NRT,292.5,29.6,N
-1.833,113.333,312.4,1.5,1.2,2019,9,4,1440,Terra,MODIS,85,6.0NRT,292.6,19.7,N
-2.197,110.189,311.3,2.7,1.6,2019,9,4,1440,Terra,MODIS,82,6.0NRT,294.8,37.1,N
-2.183,110.187,337.7,2.7,1.6,2019,9,4,1440,Terra,MODIS,100,6.0NRT,296.3,157.9,N
-2.186,110.163,339.7,2.7,1.6,2019,9,4,1440,Terra,MODIS,100,6.0NRT,296.6,172.3,N
-2.172,110.161,305.4,2.7,1.6,2019,9,4,1440,Terra,MODIS,64,6.0NRT,294.4,20.2,N
-1.726,113.028,302,1.6,1.2,2019,9,4,1440,Terra,MODIS,46,6.0NRT,291.8,7.5,N
-1.728,113.014,312,1.6,1.2,2019,9,4,1440,Terra,MODIS,84,6.0NRT,291.7,20.2,N
-2.013,110.199,306.8,2.6,1.6,2019,9,4,1440,Terra,MODIS,67,6.0NRT,293.8,23.9,N
-1.971,110.193,304.9,2.6,1.6,2019,9,4,1440,Terra,MODIS,51,6.0NRT,293.6,18.9,N
-1.519,113.345,306.1,1.5,1.2,2019,9,4,1440,Terra,MODIS,67,6.0NRT,292.4,10.2,N
-1.962,110.21,305.9,2.6,1.6,2019,9,4,1440,Terra,MODIS,66,6.0NRT,293.8,22.5,N
-1.892,110.105,305.1,2.7,1.6,2019,9,4,1440,Terra,MODIS,63,6.0NRT,293.9,21.8,N
-1.895,110.081,304.1,2.7,1.6,2019,9,4,1440,Terra,MODIS,59,6.0NRT,293.9,19.9,N
-1.861,110.124,310.3,2.7,1.6,2019,9,4,1440,Terra,MODIS,80,6.0NRT,294,33.4,N
-1.901,110.099,308.5,2.7,1.6,2019,9,4,1440,Terra,MODIS,75,6.0NRT,294,29.4,N
-1.87,110.119,304.9,2.7,1.6,2019,9,4,1440,Terra,MODIS,34,6.0NRT,293.9,18.6,N
-1.843,110.21,311.3,2.6,1.6,2019,9,4,1440,Terra,MODIS,82,6.0NRT,294,37,N
-1.829,110.208,312.3,2.6,1.6,2019,9,4,1440,Terra,MODIS,85,6.0NRT,293.4,40.1,N
-1.691,110.437,306.6,2.5,1.5,2019,9,4,1440,Terra,MODIS,69,6.0NRT,293,22.7,N
-1.722,110.117,304.5,2.6,1.6,2019,9,4,1440,Terra,MODIS,60,6.0NRT,293.6,19.9,N
-1.714,110.133,307.3,2.6,1.6,2019,9,4,1440,Terra,MODIS,71,6.0NRT,294.1,25.6,N
-1.575,110.414,303.7,2.5,1.5,2019,9,4,1440,Terra,MODIS,56,6.0NRT,293.3,17.3,N
-1.623,110.072,321.9,2.7,1.6,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295.4,74.2,N
-1.609,110.07,310.5,2.7,1.6,2019,9,4,1440,Terra,MODIS,34,6.0NRT,295.1,30.8,N
-1.618,110.066,331.1,2.7,1.6,2019,9,4,1440,Terra,MODIS,100,6.0NRT,296.1,115.9,N
-1.604,110.064,309.8,2.7,1.6,2019,9,4,1440,Terra,MODIS,40,6.0NRT,295,29.1,N
-1.459,110.393,310,2.5,1.5,2019,9,4,1440,Terra,MODIS,79,6.0NRT,294.4,29.3,N
-1.452,110.385,308.6,2.5,1.5,2019,9,4,1440,Terra,MODIS,75,6.0NRT,294.3,27.3,N
-1.422,110.103,307.8,2.6,1.6,2019,9,4,1440,Terra,MODIS,70,6.0NRT,294,25.8,N
-1.413,110.121,309.3,2.6,1.6,2019,9,4,1440,Terra,MODIS,77,6.0NRT,294.1,30.2,N
-1.416,110.097,304.2,2.6,1.6,2019,9,4,1440,Terra,MODIS,52,6.0NRT,293.7,17.1,N
-0.501,116.312,308.4,1,1,2019,9,4,1440,Terra,MODIS,73,6.0NRT,293,7.5,N
-0.491,116.255,310.2,1,1,2019,9,4,1440,Terra,MODIS,79,6.0NRT,292.5,8.2,N
-0.492,116.246,306.9,1,1,2019,9,4,1440,Terra,MODIS,50,6.0NRT,292.9,5.8,N
-1.361,110.089,307.6,2.6,1.6,2019,9,4,1440,Terra,MODIS,72,6.0NRT,294,24.7,N
-0.482,116.254,307.3,1,1,2019,9,4,1440,Terra,MODIS,70,6.0NRT,292.8,6.2,N
-0.4,116.375,334.8,1,1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293,35.3,N
-0.402,116.366,306.8,1,1,2019,9,4,1440,Terra,MODIS,68,6.0NRT,292.4,6.3,N
-0.405,116.274,304.7,1,1,2019,9,4,1440,Terra,MODIS,60,6.0NRT,292.8,5,N
-0.202,116.665,316,1,1,2019,9,4,1440,Terra,MODIS,92,6.0NRT,293.1,12.7,N
-1.092,109.741,305.4,2.8,1.6,2019,9,4,1440,Terra,MODIS,25,6.0NRT,294.6,18.3,N
-1.103,109.737,306,2.8,1.6,2019,9,4,1440,Terra,MODIS,67,6.0NRT,294.7,21.6,N
-0.984,110.176,307.7,2.5,1.5,2019,9,4,1440,Terra,MODIS,72,6.0NRT,293.8,28.4,N
-0.87,109.559,307.3,2.8,1.6,2019,9,4,1440,Terra,MODIS,71,6.0NRT,294.6,29.6,N
0.27,116.813,345.3,1,1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,298.7,51.2,N
0.268,116.804,352.7,1,1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,301.4,66.9,N
0.267,116.795,309.9,1,1,2019,9,4,1440,Terra,MODIS,79,6.0NRT,293.9,7.9,N
0.279,116.811,324.8,1,1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,295,21.1,N
0.277,116.802,329.8,1,1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,296.4,27,N
-0.435,111.64,304.7,1.9,1.3,2019,9,4,1440,Terra,MODIS,61,6.0NRT,293.2,13.7,N
0.418,116.63,313.4,1,1,2019,9,4,1440,Terra,MODIS,87,6.0NRT,293.5,10.4,N
0.417,116.621,323.7,1,1,2019,9,4,1440,Terra,MODIS,100,6.0NRT,293.8,20,N
