LATITUDE,LONGITUDE,BRIGHTNESS,SCAN,TRACK,YEAR,MONTH,DAY,ACQ_TIME,SATELLITE,INSTRUMENT,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT
-0.442,116.312,321.2,1.3,1.1,2019,8,1,0230,Terra,MODIS,67,6.0NRT,295.3,16.7,D
-2.144,115.586,321,1.3,1.1,2019,8,1,0230,Terra,MODIS,36,6.0NRT,299.7,15.8,D
-2.12,114.03,311.5,1.7,1.3,2019,8,1,0230,Terra,MODIS,16,6.0NRT,294.1,9.8,D
-0.443,116.319,337.9,1.3,1.1,2019,8,1,0230,Terra,MODIS,0,6.0NRT,295.8,44.3,D
0.091,117.342,318.5,1.1,1.1,2019,8,1,0230,Terra,MODIS,30,6.0NRT,300.3,10.5,D
-0.444,116.324,328.1,1.3,1.1,2019,8,1,0230,Terra,MODIS,0,6.0NRT,295.1,26.7,D
2.143,117.491,312.2,1.2,1.1,2019,8,1,0230,Terra,MODIS,39,6.0NRT,294.5,5.3,D
-2.108,114.031,319.5,1.7,1.3,2019,8,1,0230,Terra,MODIS,73,6.0NRT,295.8,25.4,D
-2.829,112.881,314.1,2,1.4,2019,8,1,0230,Terra,MODIS,47,6.0NRT,290.2,20.8,D
-0.727,117.462,321.5,1.5,1.2,2019,8,1,0525,Aqua,MODIS,67,6.0NRT,294.8,25.9,D
0.558,112.569,313.4,3.6,1.8,2019,8,1,0525,Aqua,MODIS,69,6.0NRT,293.6,47.3,D
0.653,112.898,310.8,3.3,1.7,2019,8,1,0525,Aqua,MODIS,65,6.0NRT,294.7,28.8,D
0.556,112.597,312.4,3.5,1.8,2019,8,1,0525,Aqua,MODIS,58,6.0NRT,293.2,40.8,D
0.551,112.566,310.8,3.6,1.8,2019,8,1,0525,Aqua,MODIS,48,6.0NRT,293.6,31.1,D
0.809,112.643,315.2,3.5,1.8,2019,8,1,0525,Aqua,MODIS,0,6.0NRT,293,58.1,D
1.861,117.254,316.2,1.5,1.2,2019,8,1,0525,Aqua,MODIS,65,6.0NRT,300,13.5,D
1.899,117.287,318.1,1.4,1.2,2019,8,1,0525,Aqua,MODIS,56,6.0NRT,301.6,14.3,D
1.039,111.16,339,4.5,2,2019,8,1,0525,Aqua,MODIS,91,6.0NRT,290.3,330.7,D
1.046,111.192,310.5,4.5,1.9,2019,8,1,0525,Aqua,MODIS,37,6.0NRT,290.6,47.6,D
1.04,111.152,330.7,4.5,2,2019,8,1,0525,Aqua,MODIS,86,6.0NRT,290.3,223.3,D
1.696,112.55,314.2,3.4,1.7,2019,8,1,0525,Aqua,MODIS,70,6.0NRT,294.2,47.3,D
1.691,112.547,313.8,3.4,1.7,2019,8,1,0525,Aqua,MODIS,69,6.0NRT,294.1,48.4,D
1.857,112.514,312.2,3.4,1.7,2019,8,1,0525,Aqua,MODIS,67,6.0NRT,293.4,40.8,D
1.852,112.484,310.3,3.4,1.7,2019,8,1,0525,Aqua,MODIS,63,6.0NRT,293.4,33.3,D
1.852,112.511,314.6,3.4,1.7,2019,8,1,0525,Aqua,MODIS,70,6.0NRT,293.3,52.9,D
1.847,112.481,307.6,3.4,1.7,2019,8,1,0525,Aqua,MODIS,54,6.0NRT,293.1,22.7,D
0.562,112.601,309.5,3.5,1.8,2019,8,1,0525,Aqua,MODIS,59,6.0NRT,293,30.9,D
-0.724,117.471,329.7,1.5,1.2,2019,8,1,0525,Aqua,MODIS,0,6.0NRT,295.2,39.9,D
-0.404,115.757,312.3,2.1,1.4,2019,8,1,0525,Aqua,MODIS,38,6.0NRT,292.7,18.4,D
-0.102,116.611,326.9,1.7,1.3,2019,8,1,0525,Aqua,MODIS,82,6.0NRT,291.8,42.6,D
-0.104,116.595,317.9,1.8,1.3,2019,8,1,0525,Aqua,MODIS,73,6.0NRT,296.3,21.7,D
-0.106,116.606,331.1,1.7,1.3,2019,8,1,0525,Aqua,MODIS,85,6.0NRT,295,54.6,D
-0.094,116.604,310.4,1.7,1.3,2019,8,1,0525,Aqua,MODIS,42,6.0NRT,293.3,8.6,D
-0.514,111.569,306.6,4.4,1.9,2019,8,1,0525,Aqua,MODIS,50,6.0NRT,288.4,34.8,D
0.426,116.7,311.2,1.7,1.3,2019,8,1,0525,Aqua,MODIS,61,6.0NRT,293.4,11.9,D
-3.311,112.724,310,4,1.9,2019,8,1,0525,Aqua,MODIS,23,6.0NRT,289.6,40,D
-3.322,112.718,309.6,4,1.9,2019,8,1,0525,Aqua,MODIS,16,6.0NRT,289.2,37.8,D
-3.306,112.716,312.7,4,1.9,2019,8,1,0525,Aqua,MODIS,61,6.0NRT,290.2,58.9,D
-2.731,115.092,313,2.5,1.5,2019,8,1,0525,Aqua,MODIS,62,6.0NRT,294,18.7,D
5.211,114.734,311,2,1.4,2019,8,1,0530,Aqua,MODIS,45,6.0NRT,294.3,17.2,D
5.947,116.147,314.2,1.5,1.2,2019,8,1,0530,Aqua,MODIS,42,6.0NRT,296.8,9.6,D
6.159,116.944,319.7,1.3,1.1,2019,8,1,0530,Aqua,MODIS,73,6.0NRT,296.7,16.8,D
3.283,113.083,314,2.9,1.6,2019,8,1,0530,Aqua,MODIS,0,6.0NRT,295.5,29.7,D
4.495,115.736,313.2,1.7,1.3,2019,8,1,0530,Aqua,MODIS,62,6.0NRT,290.3,20.1,D
5.022,118.296,319.1,1.1,1.1,2019,8,1,0530,Aqua,MODIS,48,6.0NRT,301.1,9.3,D
5.168,116.321,316.6,1.5,1.2,2019,8,1,0530,Aqua,MODIS,68,6.0NRT,296.5,17.6,D
5.353,116.832,312.5,1.4,1.2,2019,8,1,0530,Aqua,MODIS,41,6.0NRT,295.3,8.2,D
-1.537,110.05,303.2,1.5,1.2,2019,8,1,1450,Terra,MODIS,51,6.0NRT,292,6,N
-3.312,112.738,306.5,1.1,1,2019,8,1,1450,Terra,MODIS,68,6.0NRT,292.3,6.3,N
-3.314,112.728,312.4,1.1,1,2019,8,1,1450,Terra,MODIS,85,6.0NRT,292.3,11.5,N
-3.173,112.941,308,1.1,1,2019,8,1,1450,Terra,MODIS,73,6.0NRT,292.4,8,N
-3.174,112.932,302.5,1.1,1,2019,8,1,1450,Terra,MODIS,36,6.0NRT,291.9,4,N
-2.471,114.774,307.4,1,1,2019,8,1,1450,Terra,MODIS,71,6.0NRT,291.3,6.6,N
-2.737,112.839,307.5,1.1,1,2019,8,1,1450,Terra,MODIS,71,6.0NRT,291.1,7.2,N
-2.738,112.829,313.2,1.1,1,2019,8,1,1450,Terra,MODIS,87,6.0NRT,291.5,11.7,N
-2.729,112.828,310.3,1.1,1,2019,8,1,1450,Terra,MODIS,80,6.0NRT,291.6,9.1,N
-2.73,112.818,308.9,1.1,1,2019,8,1,1450,Terra,MODIS,76,6.0NRT,291.5,7.9,N
-2.72,112.826,321.8,1.1,1,2019,8,1,1450,Terra,MODIS,100,6.0NRT,291.6,19.8,N
-2.721,112.817,329.2,1.1,1,2019,8,1,1450,Terra,MODIS,100,6.0NRT,291.8,29.3,N
-2.363,115.017,313.4,1,1,2019,8,1,1450,Terra,MODIS,50,6.0NRT,279.8,15.1,N
-2.654,112.841,301.8,1.1,1,2019,8,1,1450,Terra,MODIS,45,6.0NRT,291.3,4.2,N
-2.162,115.585,304,1,1,2019,8,1,1450,Terra,MODIS,58,6.0NRT,291.9,4.1,N
-2.305,114.003,306.1,1,1,2019,8,1,1450,Terra,MODIS,51,6.0NRT,290.6,5.9,N
-2.306,113.994,316.8,1,1,2019,8,1,1450,Terra,MODIS,94,6.0NRT,292,13.5,N
-2.264,113.835,303.2,1,1,2019,8,1,1450,Terra,MODIS,30,6.0NRT,291.8,3.9,N
-2.266,113.826,309.9,1,1,2019,8,1,1450,Terra,MODIS,79,6.0NRT,292,8.2,N
-2.192,113.825,313.5,1,1,2019,8,1,1450,Terra,MODIS,87,6.0NRT,292.8,10.4,N
-2.142,113.793,302.7,1,1,2019,8,1,1450,Terra,MODIS,51,6.0NRT,291.9,4,N
-1.899,110.083,315.7,1.5,1.2,2019,8,1,1450,Terra,MODIS,92,6.0NRT,292.9,24.4,N
-1.328,112.78,311.2,1.1,1,2019,8,1,1450,Terra,MODIS,82,6.0NRT,292.7,9.5,N
-1.546,110.065,315.3,1.5,1.2,2019,8,1,1450,Terra,MODIS,91,6.0NRT,293.1,21.8,N
-1.535,110.063,327,1.5,1.2,2019,8,1,1450,Terra,MODIS,100,6.0NRT,293.1,43.6,N
-1.524,110.062,310.4,1.5,1.2,2019,8,1,1450,Terra,MODIS,80,6.0NRT,291.9,14.4,N
0.393,109.099,315.3,1.7,1.3,2019,8,1,1450,Terra,MODIS,91,6.0NRT,292.4,27.6,N
0.391,109.084,327.5,1.7,1.3,2019,8,1,1450,Terra,MODIS,100,6.0NRT,292.9,53.1,N
5.214,114.745,307.3,1.2,1.1,2019,8,1,1745,Aqua,MODIS,53,6.0NRT,294.7,5.9,N
-1.539,110.062,309.4,2,1.4,2019,8,1,1750,Aqua,MODIS,77,6.0NRT,291.9,21.3,N
-1.541,110.08,305.4,2,1.4,2019,8,1,1750,Aqua,MODIS,60,6.0NRT,291.7,14.4,N
-2.189,113.829,303,1.1,1,2019,8,1,1750,Aqua,MODIS,53,6.0NRT,278.4,7.7,N
-2.305,113.995,307.5,1.1,1,2019,8,1,1750,Aqua,MODIS,68,6.0NRT,289.1,9.1,N
-2.307,114.005,304.8,1.1,1,2019,8,1,1750,Aqua,MODIS,61,6.0NRT,288.8,6.9,N
-2.327,114.08,308.3,1.1,1,2019,8,1,1750,Aqua,MODIS,74,6.0NRT,286.2,8.9,N
-1.898,110.093,304.3,2,1.4,2019,8,1,1750,Aqua,MODIS,59,6.0NRT,290.9,15,N
0.387,109.1,307.4,2.6,1.5,2019,8,1,1750,Aqua,MODIS,71,6.0NRT,291.6,26.9,N
0.394,109.107,311.1,2.6,1.5,2019,8,1,1750,Aqua,MODIS,82,6.0NRT,291.7,38.5,N
0.397,109.084,309.9,2.6,1.5,2019,8,1,1750,Aqua,MODIS,79,6.0NRT,291.5,36.8,N
-2.105,114.028,314.5,2,1.4,2019,8,2,0315,Terra,MODIS,67,6.0NRT,293.4,19.6,D
-2.117,114.026,311.9,2,1.4,2019,8,2,0315,Terra,MODIS,30,6.0NRT,293.7,14,D
-1.535,110.069,316.7,1.1,1,2019,8,2,0315,Terra,MODIS,62,6.0NRT,278.5,14.6,D
-1.545,110.067,320.5,1.1,1,2019,8,2,0315,Terra,MODIS,75,6.0NRT,280.9,18.7,D
-2.107,114.022,311.7,2,1.4,2019,8,2,0315,Terra,MODIS,60,6.0NRT,293.6,14.7,D
-2.109,114.04,313.5,2,1.4,2019,8,2,0315,Terra,MODIS,65,6.0NRT,293.5,19.3,D
-2.069,113.322,313.3,1.8,1.3,2019,8,2,0315,Terra,MODIS,66,6.0NRT,292.7,15,D
-2.186,113.842,317.1,2,1.4,2019,8,2,0315,Terra,MODIS,40,6.0NRT,295.7,17.1,D
-2.362,115.006,311.9,2.4,1.5,2019,8,2,0315,Terra,MODIS,42,6.0NRT,291.1,21.6,D
-2.271,113.83,326.4,2,1.4,2019,8,2,0315,Terra,MODIS,80,6.0NRT,294.6,45.3,D
-2.262,113.825,317.1,2,1.4,2019,8,2,0315,Terra,MODIS,34,6.0NRT,295.7,21.3,D
-2.275,113.824,316.9,2,1.4,2019,8,2,0315,Terra,MODIS,36,6.0NRT,293.8,22.3,D
-2.3,114.001,313.9,2,1.4,2019,8,2,0315,Terra,MODIS,62,6.0NRT,293.5,14.6,D
-1.823,110.186,312.6,1.1,1.1,2019,8,2,0315,Terra,MODIS,68,6.0NRT,291.8,8.1,D
-2.659,112.883,312.3,1.7,1.3,2019,8,2,0315,Terra,MODIS,64,6.0NRT,293.9,12.6,D
-2.716,112.808,317.3,1.7,1.3,2019,8,2,0315,Terra,MODIS,72,6.0NRT,290.8,20.1,D
-2.83,112.878,313,1.7,1.3,2019,8,2,0315,Terra,MODIS,61,6.0NRT,294.5,13,D
-3.208,114.879,315,2.5,1.5,2019,8,2,0315,Terra,MODIS,68,6.0NRT,292.1,26.5,D
-3.449,111.927,314.9,1.5,1.2,2019,8,2,0315,Terra,MODIS,62,6.0NRT,293.2,14.5,D
1.508,109.097,313,1,1,2019,8,2,0315,Terra,MODIS,48,6.0NRT,294.4,3.7,D
-1.736,114.366,323.6,2.1,1.4,2019,8,2,0315,Terra,MODIS,79,6.0NRT,291.8,48.6,D
-1.739,114.385,312.3,2.1,1.4,2019,8,2,0315,Terra,MODIS,63,6.0NRT,291.2,18.4,D
-2.298,113.993,329.2,1.2,1.1,2019,8,2,0610,Aqua,MODIS,67,6.0NRT,296,24.1,D
-3.324,112.732,331,1,1,2019,8,2,0610,Aqua,MODIS,61,6.0NRT,298.6,22.4,D
-3.316,112.734,331,1,1,2019,8,2,0610,Aqua,MODIS,63,6.0NRT,299.9,22.9,D
-3.317,112.725,323,1,1,2019,8,2,0610,Aqua,MODIS,44,6.0NRT,299.4,12.1,D
-2.916,115.086,317.6,1.4,1.2,2019,8,2,0610,Aqua,MODIS,62,6.0NRT,297.7,10,D
-3.183,112.947,318.9,1.1,1,2019,8,2,0610,Aqua,MODIS,28,6.0NRT,298.1,8.9,D
-2.757,114.914,320.8,1.3,1.2,2019,8,2,0610,Aqua,MODIS,73,6.0NRT,295.6,16.8,D
-2.573,114.705,325.2,1.3,1.1,2019,8,2,0610,Aqua,MODIS,78,6.0NRT,296.9,21,D
-2.82,113.031,336.7,1.1,1,2019,8,2,0610,Aqua,MODIS,88,6.0NRT,297.2,34.7,D
-2.573,114.71,315.7,1.3,1.1,2019,8,2,0610,Aqua,MODIS,61,6.0NRT,296.3,7.7,D
-2.575,114.699,317,1.3,1.1,2019,8,2,0610,Aqua,MODIS,66,6.0NRT,296.9,9.1,D
-2.813,113.033,333.6,1.1,1,2019,8,2,0610,Aqua,MODIS,86,6.0NRT,295.7,30.9,D
-2.416,115.102,321,1.4,1.2,2019,8,2,0610,Aqua,MODIS,64,6.0NRT,295.3,18.4,D
-2.328,114.082,316.9,1.2,1.1,2019,8,2,0610,Aqua,MODIS,26,6.0NRT,292.9,9.8,D
-2.329,114.071,320.4,1.2,1.1,2019,8,2,0610,Aqua,MODIS,62,6.0NRT,290.5,14.4,D
-2.306,114.006,320.9,1.2,1.1,2019,8,2,0610,Aqua,MODIS,59,6.0NRT,296.9,13.3,D
-2.308,113.995,322.9,1.2,1.1,2019,8,2,0610,Aqua,MODIS,63,6.0NRT,296.2,16.1,D
-2.25,114.119,315.6,1.2,1.1,2019,8,2,0610,Aqua,MODIS,62,6.0NRT,294,8.5,D
-2.257,113.998,323.2,1.2,1.1,2019,8,2,0610,Aqua,MODIS,64,6.0NRT,298.3,17.3,D
-2.571,111.636,321.1,1,1,2019,8,2,0610,Aqua,MODIS,57,6.0NRT,292.1,13.1,D
-2.109,114.03,322.4,1.2,1.1,2019,8,2,0610,Aqua,MODIS,53,6.0NRT,297.1,14.7,D
-2.276,112.725,316.1,1.1,1,2019,8,2,0610,Aqua,MODIS,62,6.0NRT,295.9,7.8,D
-1.9,110.083,316.2,1,1,2019,8,2,0610,Aqua,MODIS,49,6.0NRT,296.1,7.9,D
-1.822,110.179,321.4,1,1,2019,8,2,0610,Aqua,MODIS,76,6.0NRT,296.1,12.9,D
-1.695,110.424,317.6,1,1,2019,8,2,0610,Aqua,MODIS,73,6.0NRT,296.9,8.4,D
0.126,116.288,311,1.9,1.3,2019,8,2,0610,Aqua,MODIS,40,6.0NRT,286.2,12.2,D
-0.411,110.973,327.1,1,1,2019,8,2,0610,Aqua,MODIS,78,6.0NRT,282.9,23.7,D
-0.402,110.971,315.1,1,1,2019,8,2,0610,Aqua,MODIS,65,6.0NRT,287,13,D
-0.386,110.499,329.9,1,1,2019,8,2,0610,Aqua,MODIS,65,6.0NRT,274.6,27.2,D
0.534,112.675,314.6,1.1,1,2019,8,2,0610,Aqua,MODIS,65,6.0NRT,294.8,7.1,D
0.469,111.009,341.8,1,1,2019,8,2,0610,Aqua,MODIS,91,6.0NRT,295,41.5,D
0.572,110.573,314,1,1,2019,8,2,0610,Aqua,MODIS,39,6.0NRT,291.7,6.7,D
0.571,110.564,317.7,1,1,2019,8,2,0610,Aqua,MODIS,73,6.0NRT,292,11,D
0.584,110.589,322.6,1,1,2019,8,2,0610,Aqua,MODIS,54,6.0NRT,297.1,13.1,D
0.594,110.597,346.3,1,1,2019,8,2,0610,Aqua,MODIS,94,6.0NRT,298.2,46.7,D
0.379,109.09,309,1.1,1,2019,8,2,0610,Aqua,MODIS,26,6.0NRT,270.3,7.2,D
0.388,109.088,403.4,1.1,1,2019,8,2,0610,Aqua,MODIS,94,6.0NRT,287.5,301.2,D
0.616,110.625,330.5,1,1,2019,8,2,0610,Aqua,MODIS,85,6.0NRT,294.8,22.9,D
0.615,110.616,316.6,1,1,2019,8,2,0610,Aqua,MODIS,26,6.0NRT,292.8,8.1,D
0.395,109.092,332.5,1.1,1,2019,8,2,0610,Aqua,MODIS,0,6.0NRT,283.2,32.9,D
0.394,109.082,329.6,1.1,1,2019,8,2,0610,Aqua,MODIS,0,6.0NRT,286.4,28.6,D
0.406,109.1,317.5,1.1,1,2019,8,2,0610,Aqua,MODIS,59,6.0NRT,282.8,15,D
0.404,109.09,333.5,1.1,1,2019,8,2,0610,Aqua,MODIS,66,6.0NRT,283.4,34.6,D
0.646,110.639,328.3,1,1,2019,8,2,0610,Aqua,MODIS,67,6.0NRT,296,19.1,D
0.635,110.504,313.4,1,1,2019,8,2,0610,Aqua,MODIS,49,6.0NRT,289.7,7.1,D
0.648,110.466,315.7,1,1,2019,8,2,0610,Aqua,MODIS,70,6.0NRT,288,11.6,D
0.698,110.622,343.3,1,1,2019,8,2,0610,Aqua,MODIS,92,6.0NRT,293.2,43.8,D
0.697,110.613,319.4,1,1,2019,8,2,0610,Aqua,MODIS,75,6.0NRT,292.7,11.9,D
0.781,110.489,314.5,1,1,2019,8,2,0610,Aqua,MODIS,26,6.0NRT,293.9,8,D
0.926,111.38,316.2,1,1,2019,8,2,0610,Aqua,MODIS,69,6.0NRT,295.5,8.6,D
0.904,111.162,333.7,1,1,2019,8,2,0610,Aqua,MODIS,86,6.0NRT,295.7,26.8,D
0.618,109.164,316,1.1,1,2019,8,2,0610,Aqua,MODIS,66,6.0NRT,297.3,8,D
0.916,111.179,359.4,1,1,2019,8,2,0610,Aqua,MODIS,99,6.0NRT,298.2,77.3,D
0.926,111.187,315,1,1,2019,8,2,0610,Aqua,MODIS,57,6.0NRT,295.2,6.2,D
0.964,111.383,342.7,1,1,2019,8,2,0610,Aqua,MODIS,92,6.0NRT,297,42.7,D
0.962,111.374,328.7,1,1,2019,8,2,0610,Aqua,MODIS,83,6.0NRT,296.8,21.1,D
0.973,111.382,329,1,1,2019,8,2,0610,Aqua,MODIS,83,6.0NRT,294.4,22.5,D
0.971,111.373,323.4,1,1,2019,8,2,0610,Aqua,MODIS,78,6.0NRT,294,15.8,D
0.944,111.12,334.3,1,1,2019,8,2,0610,Aqua,MODIS,87,6.0NRT,296.4,28.5,D
1.05,111.272,319.6,1,1,2019,8,2,0610,Aqua,MODIS,69,6.0NRT,294.5,11.5,D
1.048,111.199,316.4,1,1,2019,8,2,0610,Aqua,MODIS,48,6.0NRT,297.4,8.4,D
1.035,110.142,314.5,1,1,2019,8,2,0610,Aqua,MODIS,0,6.0NRT,272.2,13,D
1.34,111.948,320.3,1.1,1,2019,8,2,0610,Aqua,MODIS,75,6.0NRT,295.6,12.9,D
1.241,110.164,309,1,1,2019,8,2,0610,Aqua,MODIS,19,6.0NRT,284.9,9.1,D
1.293,110.466,312,1,1,2019,8,2,0610,Aqua,MODIS,35,6.0NRT,291.8,8.7,D
1.458,109.113,318.5,1.1,1,2019,8,2,0610,Aqua,MODIS,50,6.0NRT,300.4,8,D
1.516,109.07,324.2,1.1,1,2019,8,2,0610,Aqua,MODIS,74,6.0NRT,298.6,14,D
4.48,115.739,307.5,2,1.4,2019,8,2,0610,Aqua,MODIS,58,6.0NRT,285.4,16.7,D
4.519,114.071,330,1.5,1.2,2019,8,2,0610,Aqua,MODIS,85,6.0NRT,297.9,39.7,D
4.531,114.001,314,1.5,1.2,2019,8,2,0610,Aqua,MODIS,20,6.0NRT,295.4,9.2,D
6.099,116.409,315.6,2.4,1.5,2019,8,2,0610,Aqua,MODIS,64,6.0NRT,290,38,D
0.407,109.087,322.6,2.1,1.4,2019,8,2,1535,Terra,MODIS,100,6.0NRT,289.9,56.5,N
0.406,109.094,329.6,2.1,1.4,2019,8,2,1535,Terra,MODIS,100,6.0NRT,289.5,80.1,N
0.409,109.106,314.4,2.1,1.4,2019,8,2,1535,Terra,MODIS,89,6.0NRT,288.2,36.2,N
0.394,109.089,303.6,2.1,1.4,2019,8,2,1535,Terra,MODIS,53,6.0NRT,288.5,14.1,N
0.393,109.096,302.8,2.1,1.4,2019,8,2,1535,Terra,MODIS,24,6.0NRT,288.1,12.3,N
-1.802,110.127,302.9,1.8,1.3,2019,8,2,1830,Aqua,MODIS,52,6.0NRT,286.5,11.5,N
4.524,114.079,308.9,2.8,1.6,2019,8,2,1830,Aqua,MODIS,76,6.0NRT,289.8,39.2,N
4.526,114.087,305.6,2.8,1.6,2019,8,2,1830,Aqua,MODIS,65,6.0NRT,290,29.6,N
-2.261,114.011,312.3,3,1.6,2019,8,3,0220,Terra,MODIS,54,6.0NRT,294.8,23.9,D
-2.261,114.005,313,3,1.6,2019,8,3,0220,Terra,MODIS,49,6.0NRT,294.8,26.4,D
-2.305,113.998,318.2,3,1.6,2019,8,3,0220,Terra,MODIS,73,6.0NRT,294.9,47.8,D
-2.318,114.077,316.3,2.9,1.6,2019,8,3,0220,Terra,MODIS,39,6.0NRT,296.5,34.6,D
0.67,117.462,314.5,1.8,1.3,2019,8,3,0220,Terra,MODIS,24,6.0NRT,295.8,13.7,D
-2.141,115.578,315.4,2.2,1.5,2019,8,3,0220,Terra,MODIS,37,6.0NRT,299.2,22,D
-2.188,113.829,313.1,3.1,1.7,2019,8,3,0220,Terra,MODIS,45,6.0NRT,294.2,28.8,D
1.85,114.268,305.5,4.3,1.9,2019,8,3,0515,Aqua,MODIS,37,6.0NRT,287.6,32.8,D
3.167,115.38,319.5,3.4,1.7,2019,8,3,0515,Aqua,MODIS,58,6.0NRT,294.4,75.8,D
3.224,115.34,313.7,3.4,1.7,2019,8,3,0515,Aqua,MODIS,69,6.0NRT,292.3,50,D
3.178,115.374,317.4,3.4,1.7,2019,8,3,0515,Aqua,MODIS,62,6.0NRT,294.3,61.9,D
3.219,115.337,315.2,3.4,1.7,2019,8,3,0515,Aqua,MODIS,72,6.0NRT,292.8,60.9,D
3.276,115.411,307.7,3.3,1.7,2019,8,3,0515,Aqua,MODIS,40,6.0NRT,292.6,28.3,D
3.304,115.189,310.8,3.5,1.8,2019,8,3,0515,Aqua,MODIS,65,6.0NRT,292.3,44.3,D
5.451,116.537,311,2.5,1.5,2019,8,3,0515,Aqua,MODIS,66,6.0NRT,293.7,23.2,D
5.807,116.553,308.9,2.4,1.5,2019,8,3,0515,Aqua,MODIS,65,6.0NRT,286.5,26.5,D
6.098,116.892,324.1,2.3,1.5,2019,8,3,0515,Aqua,MODIS,77,6.0NRT,282.3,69.1,D
6.094,116.872,312.7,2.3,1.5,2019,8,3,0515,Aqua,MODIS,55,6.0NRT,283.6,33.9,D
6.096,116.886,330.4,2.3,1.5,2019,8,3,0515,Aqua,MODIS,83,6.0NRT,282.9,94.7,D
-2.651,115.014,317.5,4.5,2,2019,8,3,0515,Aqua,MODIS,57,6.0NRT,294.4,72.4,D
-2.652,115.019,317.7,4.5,2,2019,8,3,0515,Aqua,MODIS,63,6.0NRT,294.4,75.1,D
-2.768,114.952,313.7,4.6,2,2019,8,3,0515,Aqua,MODIS,59,6.0NRT,294.2,60.1,D
-2.768,114.96,313.1,4.6,2,2019,8,3,0515,Aqua,MODIS,57,6.0NRT,294.3,56,D
-2.856,115.095,310.7,4.5,1.9,2019,8,3,0515,Aqua,MODIS,34,6.0NRT,293.8,33.1,D
-3.343,114.983,313.5,4.6,2,2019,8,3,0515,Aqua,MODIS,58,6.0NRT,296.3,53.3,D
-3.343,114.991,313.5,4.6,2,2019,8,3,0515,Aqua,MODIS,58,6.0NRT,296.4,58.5,D
1.774,117.909,322.3,2.2,1.5,2019,8,3,0515,Aqua,MODIS,80,6.0NRT,293.2,43.5,D
2.143,117.489,313.8,2.4,1.5,2019,8,3,0515,Aqua,MODIS,0,6.0NRT,297.3,21.7,D
1.865,114.272,311.7,4.3,1.9,2019,8,3,0515,Aqua,MODIS,66,6.0NRT,288.6,68.3,D
0.399,109.078,312.1,2.9,1.6,2019,8,3,1440,Terra,MODIS,84,6.0NRT,289.9,53.7,N
0.417,109.102,301.8,2.9,1.6,2019,8,3,1440,Terra,MODIS,45,6.0NRT,289.4,24.5,N
0.414,109.076,301,2.9,1.6,2019,8,3,1440,Terra,MODIS,36,6.0NRT,289.7,21.9,N
0.404,109.098,324.3,2.9,1.6,2019,8,3,1440,Terra,MODIS,100,6.0NRT,289.5,107.6,N
0.4,109.072,302.5,2.9,1.6,2019,8,3,1440,Terra,MODIS,30,6.0NRT,290.2,23.6,N
0.418,109.096,302.6,2.9,1.6,2019,8,3,1440,Terra,MODIS,50,6.0NRT,289.7,25.6,N
5.216,114.742,307.3,1,1,2019,8,3,1440,Terra,MODIS,53,6.0NRT,295,4,N
6.351,115.656,308.2,1,1,2019,8,3,1440,Terra,MODIS,59,6.0NRT,291.5,5.5,N
-2.292,113.996,311.1,1.4,1.2,2019,8,3,1440,Terra,MODIS,82,6.0NRT,293.5,14.2,N
-3.384,114.731,301.3,1.3,1.1,2019,8,3,1440,Terra,MODIS,40,6.0NRT,290.7,6.4,N
-3.337,114.995,304.2,1.2,1.1,2019,8,3,1440,Terra,MODIS,59,6.0NRT,293.6,5.6,N
-3.338,114.984,314.7,1.2,1.1,2019,8,3,1440,Terra,MODIS,90,6.0NRT,293.8,15.7,N
-3.232,115.018,310.3,1.2,1.1,2019,8,3,1440,Terra,MODIS,80,6.0NRT,293.3,11,N
-3.316,112.734,310.1,1.7,1.3,2019,8,3,1440,Terra,MODIS,79,6.0NRT,294.4,17.4,N
-2.88,115.258,310.1,1.2,1.1,2019,8,3,1440,Terra,MODIS,79,6.0NRT,293.7,10,N
-3.215,112.371,308.9,1.9,1.3,2019,8,3,1440,Terra,MODIS,76,6.0NRT,292.2,19.9,N
-2.976,113.123,303.9,1.6,1.2,2019,8,3,1440,Terra,MODIS,57,6.0NRT,292.7,10,N
-2.566,114.742,307.5,1.2,1.1,2019,8,3,1440,Terra,MODIS,72,6.0NRT,291.5,9.6,N
-2.556,114.74,305.9,1.2,1.1,2019,8,3,1440,Terra,MODIS,66,6.0NRT,291.6,8.2,N
-2.376,114.781,306.1,1.2,1.1,2019,8,3,1440,Terra,MODIS,67,6.0NRT,292.3,8.9,N
-2.142,115.585,304.8,1.1,1,2019,8,3,1440,Terra,MODIS,62,6.0NRT,294.4,5.1,N
-2.349,114.097,308.1,1.3,1.1,2019,8,3,1440,Terra,MODIS,74,6.0NRT,292.4,11.5,N
-2.334,114.076,318.8,1.3,1.2,2019,8,3,1440,Terra,MODIS,97,6.0NRT,293.6,23.2,N
-2.323,114.075,307.8,1.3,1.2,2019,8,3,1440,Terra,MODIS,64,6.0NRT,293.4,10.2,N
-2.315,114.061,311.9,1.4,1.2,2019,8,3,1440,Terra,MODIS,84,6.0NRT,293,15.1,N
-2.303,113.998,319,1.4,1.2,2019,8,3,1440,Terra,MODIS,98,6.0NRT,294.5,24.4,N
