Year,Month,Day,PSI_24_hourly
2013,3,26,34
2013,3,27,46
2013,3,28,44
2013,3,29,44
2013,3,30,34
2013,3,31,31
2013,4,1,25
2013,4,2,30
2013,4,3,28
2013,4,4,29
2013,4,5,37
2013,4,6,29
2013,4,7,23
2013,4,8,36
2013,4,9,44
2013,4,10,30
2013,4,11,23
2013,4,12,26
2013,4,13,22
2013,4,14,28
2013,4,15,29
2013,4,16,36
2013,4,17,33
2013,4,18,36
2013,4,19,35
2013,4,20,54
2013,4,21,25
2013,4,22,30
2013,4,23,37
2013,4,24,42
2013,4,25,40
2013,4,26,27
2013,4,27,36
2013,4,28,35
2013,4,29,22
2013,4,30,32
2013,5,1,25
2013,5,2,25
2013,5,3,24
2013,5,4,26
2013,5,5,16
2013,5,6,26
2013,5,7,40
2013,5,8,26
2013,5,9,23
2013,5,10,25
2013,5,11,25
2013,5,12,19
2013,5,13,19
2013,5,14,22
2013,5,15,35
2013,5,16,21
2013,5,17,29
2013,5,18,31
2013,5,19,24
2013,5,20,27
2013,5,21,34
2013,5,22,34
2013,5,23,40
2013,5,24,31
2013,5,25,32
2013,5,26,40
2013,5,27,34
2013,5,28,30
2013,5,29,30
2013,5,30,40
2013,5,31,24
2013,6,1,34
2013,6,2,30
2013,6,3,25
2013,6,4,32
2013,6,5,35
2013,6,6,23
2013,6,7,30
2013,6,8,28
2013,6,9,30
2013,6,10,27
2013,6,11,24
2013,6,12,32
2013,6,13,52
2013,6,14,62
2013,6,15,77
2013,6,16,70
2013,6,17,75
2013,6,18,117
2013,6,19,111
2013,6,20,196
2013,6,21,198
2013,6,22,177
2013,6,23,88
2013,6,24,71
2013,6,25,59
2013,6,26,57
2013,6,27,59
2013,6,28,54
2013,6,29,63
2013,6,30,59
2013,7,1,40
2013,7,2,33
2013,7,3,31
2013,7,4,35
2013,7,5,22
2013,7,6,27
2013,7,7,22
2013,7,8,22
2013,7,9,23
2013,7,10,17
2013,7,11,16
2013,7,12,34
2013,7,13,29
2013,7,14,37
2013,7,15,23
2013,7,16,27
2013,7,17,31
2013,7,18,23
2013,7,19,22
2013,7,20,22
2013,7,21,27
2013,7,22,31
2013,7,23,32
2013,7,24,28
2013,7,25,31
2013,7,26,28
2013,7,27,33
2013,7,28,35
2013,7,29,23
2013,7,30,32
2013,7,31,33
2013,8,1,19
2013,8,2,21
2013,8,3,25
2013,8,4,23
2013,8,5,21
2013,8,6,25
2013,8,7,36
2013,8,8,27
2013,8,9,20
2013,8,10,18
2013,8,11,22
2013,8,12,22
2013,8,13,22
2013,8,14,27
2013,8,15,30
2013,8,16,27
2013,8,17,22
2013,8,18,23
2013,8,19,21
2013,8,20,33
2013,8,21,26
2013,8,22,28
2013,8,23,28
2013,8,24,29
2013,8,25,28
2013,8,26,27
2013,8,27,30
2013,8,28,30
2013,8,29,37
2013,8,30,37
2013,8,31,24
2013,9,1,18
2013,9,2,25
2013,9,3,20
2013,9,4,26
2013,9,5,20
2013,9,6,17
2013,9,7,15
2013,9,8,18
2013,9,9,21
2013,9,10,17
2013,9,11,16
2013,9,12,24
2013,9,13,28
2013,9,14,28
2013,9,15,21
2013,9,16,27
2013,9,17,30
2013,9,18,21
2013,9,19,26
2013,9,20,22
2013,9,21,25
2013,9,22,28
2013,9,23,33
2013,9,24,30
2013,9,25,30
2013,9,26,36
2013,9,27,33
2013,9,28,37
2013,9,29,33
2013,9,30,30
2013,10,1,27
2013,10,2,25
2013,10,3,26
2013,10,4,35
2013,10,5,25
2013,10,6,23
2013,10,7,21
2013,10,8,30
2013,10,9,28
2013,10,10,33
2013,10,11,34
2013,10,12,25
2013,10,13,21
2013,10,14,16
2013,10,15,17
2013,10,16,23
2013,10,17,30
2013,10,18,30
2013,10,19,23
2013,10,20,23
2013,10,21,17
2013,10,22,19
2013,10,23,25
2013,10,24,32
2013,10,25,41
2013,10,26,30
2013,10,27,26
2013,10,28,24
2013,10,29,32
2013,10,30,29
2013,10,31,33
2013,11,1,33
2013,11,2,33
2013,11,3,25
2013,11,4,23
2013,11,5,30
2013,11,6,19
2013,11,7,22
2013,11,8,33
2013,11,9,40
2013,11,10,29
2013,11,11,27
2013,11,12,24
2013,11,13,29
2013,11,14,20
2013,11,15,33
2013,11,16,27
2013,11,17,20
2013,11,18,19
2013,11,19,22
2013,11,20,24
2013,11,21,19
2013,11,22,20
2013,11,23,22
2013,11,24,24
2013,11,25,20
2013,11,26,18
2013,11,27,26
2013,11,28,26
2013,11,29,25
2013,11,30,18
2013,12,1,15
2013,12,2,10
2013,12,3,15
2013,12,4,11
2013,12,5,19
2013,12,6,21
2013,12,7,28
2013,12,8,17
2013,12,9,17
2013,12,10,22
2013,12,11,20
2013,12,12,27
2013,12,13,30
2013,12,14,28
2013,12,15,19
2013,12,16,20
2013,12,17,26
2013,12,18,22
2013,12,19,15
2013,12,20,27
2013,12,21,19
2013,12,22,20
2013,12,23,14
2013,12,24,29
2013,12,25,30
2013,12,26,28
2013,12,27,32
2013,12,28,32
2013,12,29,34
2013,12,30,46
2013,12,31,33
2014,1,1,31
2014,1,2,35
2014,1,3,34
2014,1,4,24
2014,1,5,17
2014,1,6,17
2014,1,7,34
2014,1,8,31
2014,1,9,20
2014,1,10,25
2014,1,11,20
2014,1,12,22
2014,1,13,26
2014,1,14,34
2014,1,15,34
2014,1,16,38
2014,1,17,33
2014,1,18,28
2014,1,19,29
2014,1,20,29
2014,1,21,30
2014,1,22,35
2014,1,23,41
2014,1,24,46
2014,1,25,42
2014,1,26,40
2014,1,27,33
2014,1,28,32
2014,1,29,29
2014,1,30,25
2014,1,31,26
2014,2,1,25
2014,2,2,23
2014,2,3,24
2014,2,4,30
2014,2,5,33
2014,2,6,26
2014,2,7,25
2014,2,8,36
2014,2,9,32
2014,2,10,31
2014,2,11,29
2014,2,12,29
2014,2,13,37
2014,2,14,33
2014,2,15,32
2014,2,16,34
2014,2,17,33
2014,2,18,34
2014,2,19,32
2014,2,20,27
2014,2,21,32
2014,2,22,32
2014,2,23,34
2014,2,24,34
2014,2,25,35
2014,2,26,34
2014,2,27,30
2014,2,28,32
2014,3,1,32
2014,3,2,31
2014,3,3,29
2014,3,4,44
2014,3,5,36
2014,3,6,33
2014,3,7,39
2014,3,8,49
2014,3,9,45
2014,3,10,46
2014,3,11,42
2014,3,12,58
2014,3,13,54
2014,3,14,59
2014,3,15,50
2014,3,16,28
2014,3,17,19
2014,3,18,25
2014,3,19,32
2014,3,20,35
2014,3,21,30
2014,3,22,38
2014,3,23,35
2014,3,24,29
2014,3,25,37
2014,3,26,37
2014,3,27,31
2014,3,28,43
2014,3,29,25
2014,3,30,32
2014,3,31,22
2014,4,1,60
2014,4,2,57
2014,4,3,54
2014,4,4,59
2014,4,5,62
2014,4,6,48
2014,4,7,48
2014,4,8,56
2014,4,9,57
2014,4,10,56
2014,4,11,61
2014,4,12,56
2014,4,13,59
2014,4,14,58
2014,4,15,66
2014,4,16,60
2014,4,17,68
2014,4,18,63
2014,4,19,65
2014,4,20,49
2014,4,21,61
2014,4,22,59
2014,4,23,62
2014,4,24,47
2014,4,25,63
2014,4,26,69
2014,4,27,58
2014,4,28,64
2014,4,29,61
2014,4,30,67
2014,5,1,52
2014,5,2,55
2014,5,3,47
2014,5,4,50
2014,5,5,56
2014,5,6,51
2014,5,7,53
2014,5,8,46
2014,5,9,68
2014,5,10,47
2014,5,11,56
2014,5,12,58
2014,5,13,61
2014,5,14,58
2014,5,15,51
2014,5,16,47
2014,5,17,46
2014,5,18,41
2014,5,19,49
2014,5,20,44
2014,5,21,59
2014,5,22,63
2014,5,23,36
2014,5,24,58
2014,5,25,41
2014,5,26,40
2014,5,27,60
2014,5,28,42
2014,5,29,56
2014,5,30,58
2014,5,31,50
2014,6,1,31
2014,6,2,51
2014,6,3,49
2014,6,4,48
2014,6,5,47
2014,6,6,43
2014,6,7,59
2014,6,8,39
2014,6,9,45
2014,6,10,57
2014,6,11,48
2014,6,12,47
2014,6,13,55
2014,6,14,48
2014,6,15,43
2014,6,16,53
2014,6,17,46
2014,6,18,47
2014,6,19,50
2014,6,20,49
2014,6,21,47
2014,6,22,57
2014,6,23,60
2014,6,24,62
2014,6,25,53
2014,6,26,47
2014,6,27,53
2014,6,28,54
2014,6,29,48
2014,6,30,57
2014,7,1,43
2014,7,2,56
2014,7,3,61
2014,7,4,58
2014,7,5,57
2014,7,6,56
2014,7,7,49
2014,7,8,51
2014,7,9,51
2014,7,10,50
2014,7,11,55
2014,7,12,54
2014,7,13,46
2014,7,14,48
2014,7,15,56
2014,7,16,54
2014,7,17,59
2014,7,18,55
2014,7,19,54
2014,7,20,52
2014,7,21,49
2014,7,22,48
2014,7,23,53
2014,7,24,56
2014,7,25,59
2014,7,26,57
2014,7,27,52
2014,7,28,54
2014,7,29,52
2014,7,30,54
2014,7,31,53
2014,8,1,36
2014,8,2,53
2014,8,3,57
2014,8,4,56
2014,8,5,50
2014,8,6,47
2014,8,7,39
2014,8,8,41
2014,8,9,35
2014,8,10,24
2014,8,11,36
2014,8,12,45
2014,8,13,51
2014,8,14,46
2014,8,15,44
2014,8,16,60
2014,8,17,58
2014,8,18,55
2014,8,19,57
2014,8,20,59
2014,8,21,59
2014,8,22,59
2014,8,23,43
2014,8,24,56
2014,8,25,58
2014,8,26,61
2014,8,27,55
2014,8,28,54
2014,8,29,54
2014,8,30,57
2014,8,31,55
2014,9,1,60
2014,9,2,61
2014,9,3,65
2014,9,4,68
2014,9,5,64
2014,9,6,48
2014,9,7,51
2014,9,8,63
2014,9,9,62
2014,9,10,62
2014,9,11,61
2014,9,12,64
2014,9,13,65
2014,9,14,67
2014,9,15,92
2014,9,16,67
2014,9,17,57
2014,9,18,98
2014,9,19,95
2014,9,20,61
2014,9,21,52
2014,9,22,88
2014,9,23,61
2014,9,24,69
2014,9,25,54
2014,9,26,65
2014,9,27,70
2014,9,28,73
2014,9,29,71
2014,9,30,73
2014,10,1,79
2014,10,2,72
2014,10,3,74
2014,10,4,66
2014,10,5,51
2014,10,6,72
2014,10,7,105
2014,10,8,74
2014,10,9,76
2014,10,10,60
2014,10,11,80
2014,10,12,94
2014,10,13,73
2014,10,14,70
2014,10,15,74
2014,10,16,67
2014,10,17,63
2014,10,18,67
2014,10,19,93
2014,10,20,87
2014,10,21,74
2014,10,22,61
2014,10,23,77
2014,10,24,73
2014,10,25,72
2014,10,26,61
2014,10,27,58
2014,10,28,61
2014,10,29,76
2014,10,30,67
2014,10,31,71
2014,11,1,65
2014,11,2,72
2014,11,3,106
2014,11,4,78
2014,11,5,71
2014,11,6,68
2014,11,7,54
2014,11,8,56
2014,11,9,38
2014,11,10,64
2014,11,11,62
2014,11,12,68
2014,11,13,57
2014,11,14,35
2014,11,15,37
2014,11,16,41
2014,11,17,48
2014,11,18,41
2014,11,19,47
2014,11,20,33
2014,11,21,46
2014,11,22,51
2014,11,23,46
2014,11,24,49
2014,11,25,47
2014,11,26,47
2014,11,27,49
2014,11,28,45
2014,11,29,31
2014,11,30,42
2014,12,1,46
2014,12,2,50
2014,12,3,56
2014,12,4,54
2014,12,5,60
2014,12,6,54
2014,12,7,47
2014,12,8,36
2014,12,9,45
2014,12,10,50
2014,12,11,51
2014,12,12,49
2014,12,13,44
2014,12,14,50
2014,12,15,40
2014,12,16,35
2014,12,17,35
2014,12,18,42
2014,12,19,28
2014,12,20,33
2014,12,21,31
2014,12,22,35
2014,12,23,37
2014,12,24,32
2014,12,25,43
2014,12,26,50
2014,12,27,40
2014,12,28,28
2014,12,29,22
2014,12,30,25
2014,12,31,45
2015,1,1,55
2015,1,2,52
2015,1,3,59
2015,1,4,45
2015,1,5,35
2015,1,6,47
2015,1,7,33
2015,1,8,35
2015,1,9,28
2015,1,10,32
2015,1,11,42
2015,1,12,39
2015,1,13,42
2015,1,14,34
2015,1,15,41
2015,1,16,46
2015,1,17,53
2015,1,18,44
2015,1,19,52
2015,1,20,54
2015,1,21,59
2015,1,22,60
2015,1,23,59
2015,1,24,56
2015,1,25,70
2015,1,26,66
2015,1,27,58
2015,1,28,53
2015,1,29,47
2015,1,30,36
2015,1,31,41
2015,2,1,43
2015,2,2,45
2015,2,3,47
2015,2,4,35
2015,2,5,45
2015,2,6,40
2015,2,7,46
2015,2,8,55
2015,2,9,53
2015,2,10,51
2015,2,11,58
2015,2,12,64
2015,2,13,67
2015,2,14,65
2015,2,15,63
2015,2,16,59
2015,2,17,55
2015,2,18,50
2015,2,19,41
2015,2,20,37
2015,2,21,47
2015,2,22,43
2015,2,23,43
2015,2,24,47
2015,2,25,50
2015,2,26,52
2015,2,27,54
2015,2,28,42
2015,3,1,44
2015,3,2,46
2015,3,3,50
2015,3,4,55
2015,3,5,57
2015,3,6,61
2015,3,7,57
2015,3,8,46
2015,3,9,39
2015,3,10,48
2015,3,11,39
2015,3,12,48
2015,3,13,47
2015,3,14,46
2015,3,15,45
2015,3,16,51
2015,3,17,58
2015,3,18,59
2015,3,19,61
2015,3,20,72
2015,3,21,78
2015,3,22,69
2015,3,23,63
2015,3,24,60
2015,3,25,55
2015,3,26,53
2015,3,27,52
2015,3,28,53
2015,3,29,49
2015,3,30,53
2015,3,31,54
2015,4,1,55
2015,4,2,49
2015,4,3,55
2015,4,4,65
2015,4,5,58
2015,4,6,59
2015,4,7,60
2015,4,8,43
2015,4,9,45
2015,4,10,41
2015,4,11,44
2015,4,12,56
2015,4,13,54
2015,4,14,54
2015,4,15,43
2015,4,16,41
2015,4,17,52
2015,4,18,56
2015,4,19,57
2015,4,20,60
2015,4,21,75
2015,4,22,57
2015,4,23,58
2015,4,24,55
2015,4,25,50
2015,4,26,42
2015,4,27,46
2015,4,28,61
2015,4,29,52
2015,4,30,53
2015,5,1,58
2015,5,2,55
2015,5,3,43
2015,5,4,51
2015,5,5,67
2015,5,6,55
2015,5,7,59
2015,5,8,56
2015,5,9,35
2015,5,10,42
2015,5,11,46
2015,5,12,44
2015,5,13,50
2015,5,14,45
2015,5,15,57
2015,5,16,45
2015,5,17,30
2015,5,18,51
2015,5,19,55
2015,5,20,44
2015,5,21,58
2015,5,22,55
2015,5,23,54
2015,5,24,55
2015,5,25,46
2015,5,26,49
2015,5,27,55
2015,5,28,51
2015,5,29,31
2015,5,30,37
2015,5,31,40
2015,6,1,54
2015,6,2,50
2015,6,3,52
2015,6,4,43
2015,6,5,53
2015,6,6,57
2015,6,7,51
2015,6,8,39
2015,6,9,57
2015,6,10,45
2015,6,11,38
2015,6,12,43
2015,6,13,40
2015,6,14,47
2015,6,15,44
2015,6,16,55
2015,6,17,60
2015,6,18,57
2015,6,19,50
2015,6,20,37
2015,6,21,43
2015,6,22,49
2015,6,23,57
2015,6,24,57
2015,6,25,60
2015,6,26,55
2015,6,27,45
2015,6,28,42
2015,6,29,53
2015,6,30,56
2015,7,1,58
2015,7,2,67
2015,7,3,64
2015,7,4,61
2015,7,5,64
2015,7,6,64
2015,7,7,64
2015,7,8,64
2015,7,9,66
2015,7,10,71
2015,7,11,58
2015,7,12,54
2015,7,13,54
2015,7,14,44
2015,7,15,42
2015,7,16,52
2015,7,17,48
2015,7,18,49
2015,7,19,46
2015,7,20,46
2015,7,21,46
2015,7,22,50
2015,7,23,47
2015,7,24,49
2015,7,25,58
2015,7,26,47
2015,7,27,54
2015,7,28,49
2015,7,29,34
2015,7,30,47
2015,7,31,55
2015,8,1,57
2015,8,2,51
2015,8,3,41
2015,8,4,48
2015,8,5,55
2015,8,6,55
2015,8,7,57
2015,8,8,57
2015,8,9,53
2015,8,10,60
2015,8,11,56
2015,8,12,56
2015,8,13,63
2015,8,14,53
2015,8,15,54
2015,8,16,53
2015,8,17,55
2015,8,18,58
2015,8,19,61
2015,8,20,74
2015,8,21,73
2015,8,22,81
2015,8,23,75
2015,8,24,73
2015,8,25,81
2015,8,26,76
2015,8,27,66
2015,8,28,67
2015,8,29,72
2015,8,30,62
2015,8,31,57
2015,9,1,61
2015,9,2,79
2015,9,3,85
2015,9,4,78
2015,9,5,88
2015,9,6,96
2015,9,7,80
2015,9,8,97
2015,9,9,79
2015,9,10,111
2015,9,11,150
2015,9,12,84
2015,9,13,135
2015,9,14,132
2015,9,15,142
2015,9,16,108
2015,9,17,79
2015,9,18,77
2015,9,19,136
2015,9,20,83
2015,9,21,82
2015,9,22,89
2015,9,23,101
2015,9,24,209
2015,9,25,252
2015,9,26,96
2015,9,27,79
2015,9,28,156
2015,9,29,189
2015,9,30,144
2015,10,1,175
2015,10,2,119
2015,10,3,157
2015,10,4,100
2015,10,5,134
2015,10,6,156
2015,10,7,104
2015,10,8,74
2015,10,9,88
2015,10,10,83
2015,10,11,82
2015,10,12,106
2015,10,13,127
2015,10,14,98
2015,10,15,80
2015,10,16,104
2015,10,17,91
2015,10,18,102
2015,10,19,128
2015,10,20,130
2015,10,21,113
2015,10,22,88
2015,10,23,116
2015,10,24,201
2015,10,25,133
2015,10,26,152
2015,10,27,141
2015,10,28,91
2015,10,29,63
2015,10,30,55
2015,10,31,45
2015,11,1,61
2015,11,2,58
2015,11,3,56
2015,11,4,58
2015,11,5,79
2015,11,6,85
2015,11,7,62
2015,11,8,68
2015,11,9,82
2015,11,10,79
2015,11,11,58
2015,11,12,68
2015,11,13,65
2015,11,14,59
2015,11,15,49
2015,11,16,35
2015,11,17,37
2015,11,18,57
2015,11,19,48
2015,11,20,53
2015,11,21,41
2015,11,22,53
2015,11,23,56
2015,11,24,62
2015,11,25,67
2015,11,26,45
2015,11,27,34
2015,11,28,40
2015,11,29,52
2015,11,30,48
2015,12,1,41
2015,12,2,44
2015,12,3,46
2015,12,4,54
2015,12,5,43
2015,12,6,47
2015,12,7,34
2015,12,8,42
2015,12,9,45
2015,12,10,43
2015,12,11,47
2015,12,12,45
2015,12,13,28
2015,12,14,30
2015,12,15,46
2015,12,16,53
2015,12,17,55
2015,12,18,59
2015,12,19,62
2015,12,20,60
2015,12,21,55
2015,12,22,60
2015,12,23,66
2015,12,24,51
2015,12,25,52
2015,12,26,34
2015,12,27,40
2015,12,28,44
2015,12,29,31
2015,12,30,46
2015,12,31,45
2016,1,1,29
2016,1,2,44
2016,1,3,43
2016,1,4,34
2016,1,5,37
2016,1,6,35
2016,1,7,42
2016,1,8,39
2016,1,9,40
2016,1,10,43
2016,1,11,40
2016,1,12,42
2016,1,13,44
2016,1,14,43
2016,1,15,39
2016,1,16,53
2016,1,17,54
2016,1,18,50
2016,1,19,52
2016,1,20,51
2016,1,21,43
2016,1,22,52
2016,1,23,37
2016,1,24,42
2016,1,25,43
2016,1,26,43
2016,1,27,44
2016,1,28,44
2016,1,29,51
2016,1,30,42
2016,1,31,42
2016,2,1,38
2016,2,2,40
2016,2,3,48
2016,2,4,37
2016,2,5,44
2016,2,6,41
2016,2,7,37
2016,2,8,56
2016,2,9,61
2016,2,10,55
2016,2,11,29
2016,2,12,39
2016,2,13,40
2016,2,14,41
2016,2,15,45
2016,2,16,47
2016,2,17,53
2016,2,18,56
2016,2,19,40
2016,2,20,36
2016,2,21,52
2016,2,22,48
2016,2,23,51
2016,2,24,50
2016,2,25,45
2016,2,26,52
2016,2,27,46
2016,2,28,48
2016,2,29,51
2016,3,1,49
2016,3,2,49
2016,3,3,50
2016,3,4,50
2016,3,5,44
2016,3,6,41
2016,3,7,43
2016,3,8,52
2016,3,9,45
2016,3,10,49
2016,3,11,49
2016,3,12,48
2016,3,13,47
2016,3,14,53
2016,3,15,53
2016,3,16,54
2016,3,17,57
2016,3,18,58
2016,3,19,59
2016,3,20,60
2016,3,21,63
2016,3,22,62
2016,3,23,59
2016,3,24,60
2016,3,25,62
2016,3,26,58
2016,3,27,58
2016,3,28,59
2016,3,29,67
2016,3,30,74
2016,3,31,72
2016,4,1,70
2016,4,2,62
2016,4,3,56
2016,4,4,57
2016,4,5,54
2016,4,6,58
2016,4,7,59
2016,4,8,62
2016,4,9,62
2016,4,10,64
2016,4,11,59
2016,4,12,70
2016,4,13,60
2016,4,14,64
2016,4,15,56
2016,4,16,56
2016,4,17,56
2016,4,18,59
2016,4,19,61
2016,4,20,62
2016,4,21,58
2016,4,22,56
2016,4,23,55
2016,4,24,56
2016,4,25,47
2016,4,26,57
2016,4,27,61
2016,4,28,64
2016,4,29,63
2016,4,30,74
2016,5,1,67
2016,5,2,47
2016,5,3,58
2016,5,4,39
2016,5,5,54
2016,5,6,59
2016,5,7,58
2016,5,8,56
2016,5,9,62
2016,5,10,42
2016,5,11,50
2016,5,12,53
2016,5,13,55
2016,5,14,58
2016,5,15,53
2016,5,16,47
2016,5,17,60
2016,5,18,61
2016,5,19,50
2016,5,20,48
2016,5,21,53
2016,5,22,37
2016,5,23,50
2016,5,24,48
2016,5,25,44
2016,5,26,40
2016,5,27,34
2016,5,28,42
2016,5,29,45
2016,5,30,44
2016,5,31,48
2016,6,1,63
2016,6,2,56
2016,6,3,58
2016,6,4,63
2016,6,5,59
2016,6,6,52
2016,6,7,51
2016,6,8,60
2016,6,9,64
2016,6,10,61
2016,6,11,53
2016,6,12,38
2016,6,13,42
2016,6,14,55
2016,6,15,56
2016,6,16,51
2016,6,17,45
2016,6,18,33
2016,6,19,54
2016,6,20,54
2016,6,21,49
2016,6,22,57
2016,6,23,50
2016,6,24,47
2016,6,25,46
2016,6,26,40
2016,6,27,47
2016,6,28,40
2016,6,29,52
2016,6,30,56
2016,7,1,61
2016,7,2,57
2016,7,3,54
2016,7,4,49
2016,7,5,50
2016,7,6,45
2016,7,7,53
2016,7,8,46
2016,7,9,51
2016,7,10,45
2016,7,11,55
2016,7,12,47
2016,7,13,44
2016,7,14,57
2016,7,15,52
2016,7,16,53
2016,7,17,50
2016,7,18,51
2016,7,19,41
2016,7,20,42
2016,7,21,54
2016,7,22,58
2016,7,23,51
2016,7,24,41
2016,7,25,40
2016,7,26,54
2016,7,27,56
2016,7,28,57
2016,7,29,52
2016,7,30,51
2016,7,31,51
2016,8,1,56
2016,8,2,53
2016,8,3,52
2016,8,4,47
2016,8,5,54
2016,8,6,56
2016,8,7,58
2016,8,8,62
2016,8,9,65
2016,8,10,48
2016,8,11,54
2016,8,12,55
2016,8,13,59
2016,8,14,58
2016,8,15,53
2016,8,16,37
2016,8,17,47
2016,8,18,53
2016,8,19,41
2016,8,20,47
2016,8,21,45
2016,8,22,41
2016,8,23,61
2016,8,24,61
2016,8,25,37
2016,8,26,90
2016,8,27,101
2016,8,28,78
2016,8,29,81
2016,8,30,50
2016,8,31,56
2016,9,1,61
2016,9,2,51
2016,9,3,59
2016,9,4,62
2016,9,5,71
2016,9,6,55
2016,9,7,48
2016,9,8,54
2016,9,9,55
2016,9,10,54
2016,9,11,53
2016,9,12,46
2016,9,13,56
2016,9,14,45
2016,9,15,52
2016,9,16,49
2016,9,17,44
2016,9,18,59
2016,9,19,49
2016,9,20,39
2016,9,21,44
2016,9,22,61
2016,9,23,54
2016,9,24,57
2016,9,25,56
2016,9,26,59
2016,9,27,66
2016,9,28,68
2016,9,29,56
2016,9,30,59
2016,10,1,59
2016,10,2,55
2016,10,3,60
2016,10,4,59
2016,10,5,73
2016,10,6,72
2016,10,7,62
2016,10,8,53
2016,10,9,48
2016,10,10,57
2016,10,11,50
2016,10,12,41
2016,10,13,43
2016,10,14,49
2016,10,15,48
2016,10,16,40
2016,10,17,35
2016,10,18,47
2016,10,19,44
2016,10,20,56
2016,10,21,60
2016,10,22,60
2016,10,23,58
2016,10,24,65
2016,10,25,60
2016,10,26,48
2016,10,27,46
2016,10,28,56
2016,10,29,67
2016,10,30,44
2016,10,31,50
2016,11,1,45
2016,11,2,48
2016,11,3,46
2016,11,4,40
2016,11,5,44
2016,11,6,27
2016,11,7,46
2016,11,8,55
2016,11,9,61
2016,11,10,55
2016,11,11,55
2016,11,12,48
2016,11,13,47
2016,11,14,40
2016,11,15,43
2016,11,16,45
2016,11,17,50
2016,11,18,52
2016,11,19,60
2016,11,20,62
2016,11,21,47
2016,11,22,51
2016,11,23,43
2016,11,24,43
2016,11,25,51
2016,11,26,50
2016,11,27,42
2016,11,28,30
2016,11,29,33
2016,11,30,29
2016,12,1,32
2016,12,2,29
2016,12,3,37
2016,12,4,57
2016,12,5,47
2016,12,6,50
2016,12,7,45
2016,12,8,44
2016,12,9,46
2016,12,10,42
2016,12,11,44
2016,12,12,31
2016,12,13,55
2016,12,14,54
2016,12,15,57
2016,12,16,64
2016,12,17,59
2016,12,18,48
2016,12,19,42
2016,12,20,33
2016,12,21,29
2016,12,22,44
2016,12,23,46
2016,12,24,36
2016,12,25,30
2016,12,26,29
2016,12,27,27
2016,12,28,36
2016,12,29,56
2016,12,30,47
2016,12,31,26
2017,1,1,39
2017,1,2,40
2017,1,3,39
2017,1,4,27
2017,1,5,35
2017,1,6,44
2017,1,7,54
2017,1,8,53
2017,1,9,44
2017,1,10,52
2017,1,11,54
2017,1,12,53
2017,1,13,58
2017,1,14,54
2017,1,15,58
2017,1,16,47
2017,1,17,53
2017,1,18,50
2017,1,19,45
2017,1,20,43
2017,1,21,51
2017,1,22,26
2017,1,23,23
2017,1,24,23
2017,1,25,23
2017,1,26,35
2017,1,27,43
2017,1,28,48
2017,1,29,31
2017,1,30,31
2017,1,31,31
2017,2,1,44
2017,2,2,55
2017,2,3,52
2017,2,4,36
2017,2,5,39
2017,2,6,37
2017,2,7,42
2017,2,8,50
2017,2,9,59
2017,2,10,55
2017,2,11,49
2017,2,12,55
2017,2,13,48
2017,2,14,55
2017,2,15,33
2017,2,16,45
2017,2,17,52
2017,2,18,46
2017,2,19,49
2017,2,20,47
2017,2,21,39
2017,2,22,46
2017,2,23,49
2017,2,24,56
2017,2,25,39
2017,2,26,50
2017,2,27,39
2017,2,28,41
2017,3,1,34
2017,3,2,25
2017,3,3,50
2017,3,4,42
2017,3,5,58
2017,3,6,56
2017,3,7,55
2017,3,8,57
2017,3,9,60
2017,3,10,56
2017,3,11,56
2017,3,12,48
2017,3,13,66
2017,3,14,66
2017,3,15,59
2017,3,16,63
2017,3,17,60
2017,3,18,61
2017,3,19,63
2017,3,20,56
2017,3,21,53
2017,3,22,40
2017,3,23,57
2017,3,24,56
2017,3,25,68
2017,3,26,57
2017,3,27,47
2017,3,28,40
2017,3,29,49
2017,3,30,50
2017,3,31,51
2017,4,1,59
2017,4,2,49
2017,4,3,41
2017,4,4,43
2017,4,5,42
2017,4,6,43
2017,4,7,42
2017,4,8,49
2017,4,9,66
2017,4,10,59
2017,4,11,58
2017,4,12,59
2017,4,13,48
2017,4,14,48
2017,4,15,42
2017,4,16,52
2017,4,17,50
2017,4,18,56
2017,4,19,53
2017,4,20,72
2017,4,21,72
2017,4,22,47
2017,4,23,61
2017,4,24,60
2017,4,25,66
2017,4,26,66
2017,4,27,47
2017,4,28,49
2017,4,29,58
2017,4,30,69
2017,5,1,48
2017,5,2,57
2017,5,3,58
2017,5,4,55
2017,5,5,71
2017,5,6,51
2017,5,7,60
2017,5,8,49
2017,5,9,46
2017,5,10,43
2017,5,11,43
2017,5,12,45
2017,5,13,45
2017,5,14,43
2017,5,15,42
2017,5,16,47
2017,5,17,45
2017,5,18,43
2017,5,19,42
2017,5,20,47
2017,5,21,48
2017,5,22,44
2017,5,23,34
2017,5,24,46
2017,5,25,53
2017,5,26,49
2017,5,27,60
2017,5,28,48
2017,5,29,32
2017,5,30,43
2017,5,31,51
2017,6,1,45
2017,6,2,36
2017,6,3,36
2017,6,4,39
2017,6,5,44
2017,6,6,54
2017,6,7,58
2017,6,8,53
2017,6,9,48
2017,6,10,48
2017,6,11,43
2017,6,12,34
2017,6,13,35
2017,6,14,47
2017,6,15,47
2017,6,16,61
2017,6,17,54
2017,6,18,40
2017,6,19,34
2017,6,20,45
2017,6,21,51
2017,6,22,59
2017,6,23,53
2017,6,24,42
2017,6,25,53
